每小時有60分鐘，每分鐘有60秒。請問3小時等於幾分鐘？,0,120分鐘,150分鐘,180分鐘,200分鐘,180分鐘,1小時＝60分鐘，所以3小時＝3×60＝180分鐘。答案是180分鐘。,1
1時25分等於幾分鐘？,0,75分鐘,80分鐘,85分鐘,90分鐘,85分鐘,先把1時換算成分鐘：1時＝1×60＝60分鐘。再加上25分：60＋25＝85分鐘。所以1時25分＝85分鐘。答案是85分鐘。,1
計算2時35分×2，答案請用「幾時幾分」表示。,0,4時70分,5時00分,5時10分,5時20分,5時10分,先把2時35分換算成分鐘：2時＝2×60＝120分，加上35分，共155分。接著乘以2：155×2＝310分。最後把310分換回時和分：310÷60＝5餘10，所以310分＝5時10分。答案是5時10分。,1
計算1時50分×3，答案請用「幾時幾分」表示。,0,5時00分,5時20分,5時30分,5時50分,5時30分,先把1時50分換算成分鐘：1時＝60分，加上50分，共110分。接著乘以3：110×3＝330分。最後把330分換回時和分：330÷60＝5餘30，所以330分＝5時30分。答案是5時30分。,1
計算6時24分÷4，答案請用「幾時幾分」表示。,0,1時31分,1時36分,1時41分,1時46分,1時36分,先把6時24分換算成分鐘：6時＝6×60＝360分，加上24分，共384分。接著除以4：384÷4＝96分。最後把96分換回時和分：96÷60＝1餘36，所以96分＝1時36分。答案是1時36分。,1
計算3時15分÷3，答案請用「幾時幾分」表示。,0,1時05分,1時15分,1時25分,1時35分,1時05分,先把3時15分換算成分鐘：3時＝3×60＝180分，加上15分，共195分。接著除以3：195÷3＝65分。最後把65分換回時和分：65÷60＝1餘5，所以65分＝1時05分。答案是1時05分。,1
計算3分20秒×3，答案請用「幾分幾秒」表示。,0,9分00秒,9分40秒,10分00秒,10分20秒,10分00秒,先把3分20秒換算成秒：3分＝3×60＝180秒，加上20秒，共200秒。接著乘以3：200×3＝600秒。最後把600秒換回分和秒：600÷60＝10餘0，所以600秒＝10分00秒。答案是10分00秒。,1
420秒等於幾分鐘？,1,,,,,7分鐘,把秒換算成分鐘：420÷60＝7，所以420秒＝7分鐘。答案是7分鐘。,1
計算1時55分×4，答案請用「幾時幾分」表示。,1,,,,,7時40分,先把1時55分換算成分鐘：1時＝60分，加上55分，共115分。接著乘以4：115×4＝460分。最後把460分換回時和分：460÷60＝7餘40，所以460分＝7時40分。答案是7時40分。,1
計算4分50秒÷5，答案請用「幾秒」表示。,1,,,,,58秒,先把4分50秒換算成秒：4分＝4×60＝240秒，加上50秒，共290秒。接著除以5：290÷5＝58秒。因為58秒不滿1分鐘，所以答案是58秒。,1
計算4分15秒×6，答案請用「幾分幾秒」表示。,0,24分30秒,25分00秒,25分30秒,26分00秒,25分30秒,先把4分15秒換算成秒：4分＝4×60＝240秒，加上15秒，共255秒。接著乘以6：255×6＝1530秒。最後把1530秒換回分和秒：1530÷60＝25餘30，所以1530秒＝25分30秒。答案是25分30秒。,2
計算9時18分÷6，答案請用「幾時幾分」表示。,0,1時28分,1時33分,1時38分,1時43分,1時33分,先把9時18分換算成分鐘：9時＝9×60＝540分，加上18分，共558分。接著除以6：558÷6＝93分。最後把93分換回時和分：93÷60＝1餘33，所以93分＝1時33分。答案是1時33分。,2
小華跑步5圈，每圈花3分40秒，請問5圈共花幾分幾秒？,0,15分00秒,17分20秒,18分00秒,18分20秒,18分20秒,先把3分40秒換算成秒：3分＝3×60＝180秒，加上40秒，共220秒。接著乘以5：220×5＝1100秒。最後把1100秒換回分和秒：1100÷60＝18餘20，所以1100秒＝18分20秒。答案是18分20秒。,2
小志完成6道應用題共花了13分30秒，請問平均每道題花幾分幾秒？,0,2分05秒,2分15秒,2分25秒,2分35秒,2分15秒,先把13分30秒換算成秒：13分＝13×60＝780秒，加上30秒，共810秒。接著除以6：810÷6＝135秒。最後把135秒換回分和秒：135÷60＝2餘15，所以135秒＝2分15秒。平均每道題花2分15秒。,2
小芳早上7時50分從家裡出發，走了1時25分到達圖書館，請問她幾點幾分到達圖書館？,0,9時05分,9時10分,9時15分,9時20分,9時15分,出發時間是7時50分，走了1時25分。先算分鐘：50＋25＝75分，75分＝1時15分，需要進位。小時：7＋1＋1＝9時，分鐘：15分。所以到達時間是9時15分。答案是9時15分。,2
一台印表機列印8份報告共花了3時20分，請問平均列印一份報告需要幾分鐘？,0,20分鐘,25分鐘,30分鐘,35分鐘,25分鐘,先把3時20分換算成分鐘：3時＝3×60＝180分，加上20分，共200分。接著除以8：200÷8＝25分。所以平均列印一份報告需要25分鐘。答案是25分鐘。,2
小明每天運動1時35分，請問他一週（7天）共運動幾時幾分？答案請用「幾時幾分」表示。,1,,,,,11時05分,先把1時35分換算成分鐘：1時＝60分，加上35分，共95分。接著乘以7：95×7＝665分。最後把665分換回時和分：665÷60＝11餘5，所以665分＝11時05分。答案是11時05分。,2
一場排球賽分5局，每局平均18分45秒，請問整場比賽共花多少時間？答案請用「幾時幾分幾秒」表示。,1,,,,,1時33分45秒,先把18分45秒換算成秒：18分＝18×60＝1080秒，加上45秒，共1125秒。接著乘以5：1125×5＝5625秒。最後把5625秒換回時、分、秒：5625÷3600＝1餘2025，得1小時。2025÷60＝33餘45，得33分45秒。所以5625秒＝1時33分45秒。答案是1時33分45秒。,2
小美游泳10趟共花了17分30秒，請問平均每趟花幾分幾秒？,1,,,,,1分45秒,先把17分30秒換算成秒：17分＝17×60＝1020秒，加上30秒，共1050秒。接著除以10：1050÷10＝105秒。最後把105秒換回分和秒：105÷60＝1餘45，所以105秒＝1分45秒。平均每趟花1分45秒。,2
客運從甲站到乙站要1時55分，再從乙站到丙站要1時20分，請問從甲站到丙站共需幾時幾分？,2,2時75分,3時05分,3時15分,3時25分,3時15分,先把兩段時間換算成分鐘。甲到乙：1時55分＝60＋55＝115分。乙到丙：1時20分＝60＋20＝80分。總時間＝115＋80＝195分。最後把195分換回時和分：195÷60＝3餘15，所以195分＝3時15分。答案是3時15分。注意：不能寫成2時75分，因為75分要進位成1時15分。,2
小琪下午2時40分出發搭公車，公車行駛了1時45分後到達目的地，她在目的地停留2時15分後搭公車回家，回程花了1時50分，請問她幾點幾分到家？,0,晚上8時20分,晚上8時30分,晚上8時40分,晚上8時50分,晚上8時30分,第一步：算到達目的地的時間。出發2時40分＋車程1時45分：分鐘40＋45＝85分＝1時25分，進位後小時2＋1＋1＝4，所以4時25分到達。第二步：算離開目的地的時間。4時25分＋停留2時15分：分鐘25＋15＝40分，小時4＋2＝6，所以6時40分離開。第三步：算到家的時間。6時40分＋回程1時50分：分鐘40＋50＝90分＝1時30分，進位後小時6＋1＋1＝8，所以8時30分到家。答案是晚上8時30分。,3
小華要在上午10時15分到達學校，從家到學校要走35分鐘，他出門前需要20分鐘吃早餐、10分鐘刷牙洗臉，請問他最晚幾點幾分要起床開始刷牙洗臉？,0,9時00分,9時05分,9時10分,9時15分,9時10分,從到達時間往前推算所有步驟。先扣掉走路時間35分鐘：10時15分－35分＝9時40分，最晚9時40分要出門。再扣掉吃早餐20分鐘：9時40分－20分＝9時20分，最晚9時20分要開始吃早餐。再扣掉刷牙洗臉10分鐘：9時20分－10分＝9時10分。所以最晚上午9時10分要開始刷牙洗臉。答案是9時10分。,3
一個快鐘每小時快5分鐘。中午12時00分對準標準時間後，當這個快鐘顯示下午5時25分時，實際的標準時間是幾點幾分？,0,下午4時45分,下午5時00分,下午5時10分,下午5時15分,下午5時00分,快鐘每小時快5分鐘，表示每實際60分鐘，快鐘走65分鐘。從12時00分到快鐘顯示5時25分，快鐘共走了5時25分＝325分鐘。設實際經過x分鐘，則快鐘走的分鐘數為65x÷60。也就是65x÷60＝325，65x＝325×60＝19500，x＝19500÷65＝300分鐘。300分鐘＝5小時。所以實際標準時間是12時00分＋5小時＝下午5時00分。答案是下午5時00分。,3
工廠生產一批玩具共240個，每20分鐘可以生產16個，請問生產完全部玩具需要幾時幾分？答案請用「幾時幾分」表示。,0,4時30分,4時45分,5時00分,5時15分,5時00分,先算需要幾個20分鐘：240÷16＝15，需要15個20分鐘的時間。總時間＝15×20＝300分鐘。把300分換回時和分：300÷60＝5餘0，所以300分＝5時00分。答案是5時00分。,3
小明騎腳踏車的速度是每小時15公里，他要騎22.5公里到目的地，請問需要幾時幾分？答案請用「幾時幾分」表示。,0,1時20分,1時25分,1時30分,1時40分,1時30分,時間＝距離÷速度＝22.5÷15＝1.5小時。1.5小時＝1小時＋0.5小時。0.5小時＝0.5×60＝30分鐘。所以1.5小時＝1時30分。答案是1時30分。,3
2又3/4小時等於幾分鐘？,0,150分鐘,160分鐘,165分鐘,175分鐘,165分鐘,2又3/4小時＝2小時＋3/4小時。2小時＝2×60＝120分鐘。3/4小時＝60×3÷4＝180÷4＝45分鐘。合計：120＋45＝165分鐘。答案是165分鐘。,3
爸爸做4道菜，第一道花了25分鐘，第二道花了1時05分，第三道花了40分鐘，第四道花了30分鐘，請問平均每道菜花幾分鐘？,2,35分鐘,40分鐘,45分鐘,50分鐘,40分鐘,先把全部換算成分鐘：第一道25分，第二道1時05分＝60＋5＝65分，第三道40分，第四道30分。總時間＝25＋65＋40＋30＝160分。平均每道菜：160÷4＝40分。答案是40分鐘。,3
小志下午1時45分出發搭火車去旅行，火車行駛3時25分後到達目的地。他在目的地遊玩2時50分後搭火車回家，回程花了3時15分，請問他幾點幾分回到家？,2,晚上11時05分,晚上11時10分,晚上11時15分,晚上11時20分,晚上11時15分,第一步：到達目的地。1時45分＋3時25分：分鐘45＋25＝70分＝1時10分，小時1＋3＋1＝5，到達時間5時10分。第二步：離開目的地。5時10分＋2時50分：分鐘10＋50＝60分＝1時00分，小時5＋2＋1＝8，離開時間8時00分。第三步：到家。8時00分＋3時15分：分鐘0＋15＝15分，小時8＋3＝11，到家時間11時15分。答案是晚上11時15分。,3
一個慢鐘每小時慢3分鐘，早上8時00分對準標準時間。當標準時間是下午4時00分時，這個慢鐘顯示幾點幾分？,1,,,,,下午3時36分,標準時間從8時到16時，經過了8小時。慢鐘每小時慢3分鐘，表示每實際60分鐘，慢鐘只走57分鐘。8小時內慢鐘走的時間＝8×57＝456分鐘。把456分換回時和分：456÷60＝7餘36，所以慢鐘走了7時36分。慢鐘顯示8時00分＋7時36分＝下午3時36分。答案是下午3時36分。,3
小美要在晚上6時45分到達音樂教室上課，她需要先花15分鐘整理書包，再花10分鐘走到公車站，等公車大約要8分鐘，搭公車要22分鐘，請問她最晚幾點幾分要開始整理書包？,1,,,,,下午5時50分,從到達時間往前推算所有步驟的總時間：整理書包15分＋走路10分＋等車8分＋搭車22分＝15＋10＋8＋22＝55分鐘。從晚上6時45分往前推55分鐘：6時45分－55分。45分不夠減55分，需要借位：5時105分－55分＝5時50分。所以最晚下午5時50分要開始整理書包。答案是下午5時50分。,3