小花有一些貼紙，送給同學19張後還剩34張，請問小花原來有幾張貼紙？,0,43,53,63,73,53,設小花原來有□張貼紙。根據題意列式：□－19＝34。要找出□的值，把19從左邊移到右邊，減法變成加法：□＝34＋19＝53。因此小花原來有53張貼紙。驗算：53－19＝34 ✓，答案正確。,1
如果 □＋37＝82，請問□等於多少？,1,,,,,45,要找出□的值，需要把37從等號左邊移到右邊。移過去時，加法變成減法。所以□＝82－37。計算82－37＝45。因此□＝45。驗算：45＋37＝82 ✓，答案正確。,1
如果 □×8＝96，請問□等於多少？,1,,,,,12,要找出□的值，需要把×8從等號左邊移到右邊。移過去時，乘法變成除法。所以□＝96÷8＝12。因此□＝12。驗算：12×8＝96 ✓，答案正確。,1
如果 □÷7＝13，請問□等於多少？,0,77,84,91,98,91,要找出□的值，需要把÷7從等號左邊移到右邊。移過去時，除法變成乘法。所以□＝13×7＝91。因此□＝91。驗算：91÷7＝13 ✓，答案正確。,1
一包果汁有6瓶，小美買了幾包後共有54瓶，請問小美買了幾包？,0,7,8,9,10,9,設小美買了□包。根據題意列式：□×6＝54。把×6移到右邊，乘法變除法：□＝54÷6＝9。因此小美買了9包果汁。驗算：9×6＝54 ✓，答案正確。,1
媽媽買了一些蘋果，平均分給4個小朋友，每人分到8個，請問媽媽買了幾個蘋果？,1,,,,,32,設媽媽買了□個蘋果。根據題意列式：□÷4＝8。要找出□的值，把÷4移到右邊，除法變成乘法：□＝8×4＝32。因此媽媽買了32個蘋果。驗算：32÷4＝8 ✓，答案正確。,1
如果 □－56＝29，請問□等於多少？,0,75,85,95,105,85,要找出□的值，需要把56從等號左邊移到右邊。移過去時，減法變成加法。所以□＝29＋56＝85。因此□＝85。驗算：85－56＝29 ✓，答案正確。,1
教室裡有一些椅子，搬走17張後又搬進5張，現在有38張，請問教室裡原來有幾張椅子？,0,40,45,50,55,50,設教室原來有□張椅子。根據題意列式：□－17＋5＝38。先合併常數：□－12＝38。把12移到右邊，減法變加法：□＝38＋12＝50。因此教室裡原來有50張椅子。驗算：50－17＋5＝33＋5＝38 ✓，答案正確。,1
小明有200元，買了5本筆記本後還剩75元，請問每本筆記本幾元？,1,,,,,25,設每本筆記本□元。根據題意列式：200－5×□＝75。第一步：移項得5×□＝200－75＝125。第二步：把×5移到右邊，乘法變除法：□＝125÷5＝25。因此每本筆記本25元。驗算：200－5×25＝200－125＝75 ✓，答案正確。,1
書架上有一些書，先放上23本，再拿走9本，現在有46本，請問書架上原來有幾本書？,0,22,32,42,52,32,設書架原來有□本書。根據題意列式：□＋23－9＝46。先合併常數：□＋14＝46。把14移到右邊，加法變減法：□＝46－14＝32。因此書架上原來有32本書。驗算：32＋23－9＝55－9＝46 ✓，答案正確。,1
如果 □×5＋12＝67，請問□等於多少？,1,,,,,11,這是兩步驟方程式，要先處理加法再處理乘法。第一步：把＋12移到右邊，加法變成減法：□×5＝67－12＝55。第二步：把×5移到右邊，乘法變成除法：□＝55÷5＝11。因此□＝11。驗算：11×5＋12＝55＋12＝67 ✓，答案正確。,2
兩數之和是94，兩數之差是18，請問較大的數是多少？,0,38,46,52,56,56,和差問題公式：較大數＝（和＋差）÷2。代入數字：較大數＝（94＋18）÷2＝112÷2＝56。較小數＝（94－18）÷2＝76÷2＝38。驗算：56＋38＝94（和）✓，56－38＝18（差）✓，答案正確。,2
姐姐的零用錢是妹妹的3倍，兩人的零用錢加起來是240元，請問妹妹有幾元？,0,40,60,80,100,60,設妹妹有□元，則姐姐有3×□元。根據題意：□＋3×□＝240。合併同類項：4×□＝240。□＝240÷4＝60。因此妹妹有60元，姐姐有180元。驗算：180÷60＝3（3倍）✓，60＋180＝240 ✓，答案正確。,2
媽媽的年齡是小華的5倍，兩人年齡相差32歲，請問小華幾歲？,0,6,8,10,12,8,設小華□歲，則媽媽5×□歲。根據題意：媽媽年齡－小華年齡＝32，列式：5×□－□＝32。合併同類項：4×□＝32。□＝32÷4＝8。因此小華8歲，媽媽40歲。驗算：40÷8＝5（5倍）✓，40－8＝32（差32歲）✓，答案正確。,2
一條彩帶剪成三段，第一段是第二段的2倍，第三段是第二段的3倍，全長是180公分，請問第二段幾公分？,0,20,30,40,50,30,設第二段□公分，則第一段2×□公分，第三段3×□公分。根據題意：2×□＋□＋3×□＝180。合併同類項：6×□＝180。□＝180÷6＝30。因此第二段30公分，第一段60公分，第三段90公分。驗算：60＋30＋90＝180 ✓，答案正確。,2
文具店鉛筆每枝8元，橡皮擦每個12元，小志買了4枝鉛筆和3個橡皮擦，請問他總共花了幾元？,1,,,,,68,根據題意列式：鉛筆費用＋橡皮擦費用＝總花費。鉛筆費用＝4×8＝32元。橡皮擦費用＝3×12＝36元。總花費＝32＋36＝68元。因此小志總共花了68元。驗算：4×8＝32，3×12＝36，32＋36＝68 ✓，答案正確。,2
有一排座位，從左邊數小英坐第6個，從右邊數她坐第9個，請問這排共有幾個座位？,0,13,14,15,16,14,從左邊數第6個，表示小英左邊有5個人。從右邊數第9個，表示小英右邊有8個人。小英自己算1個。列式：5＋1＋8＝14。也可以用公式：從左數＋從右數－1＝6＋9－1＝14。因此這排共有14個座位。驗算：從左邊數第6個，右邊還有14－6＝8個，從右邊數是第9個 ✓，答案正確。,2
數列 3，7，11，15，19，…，請問第10個數是多少？,0,35,37,39,41,39,觀察規律：每個數比前一個多4，這是等差數列，公差為4。第1個數＝3，第n個數＝3＋（n－1）×4。第10個數＝3＋（10－1）×4＝3＋9×4＝3＋36＝39。因此第10個數是39。驗算：依序列出3，7，11，15，19，23，27，31，35，39，第10個確實是39 ✓，答案正確。,2
如果 □×6－14＝40，請問□等於多少？,0,7,8,9,10,9,這是兩步驟方程式。第一步：把－14移到右邊，減法變加法：□×6＝40＋14＝54。第二步：把×6移到右邊，乘法變除法：□＝54÷6＝9。因此□＝9。驗算：9×6－14＝54－14＝40 ✓，答案正確。,2
全班48人排隊，每列排6人可以排成8列，如果改成每列排8人，請問可以排成幾列？,1,,,,,6,第一種排法：48÷6＝8列。第二種排法：48÷8＝6列。題目問的是改成每列8人的情況，所以答案是6列。驗算：6×8＝48 ✓，答案正確。,2
農場裡有雞和兔共25隻，腳一共有70隻，請問有幾隻雞？,0,10,15,20,25,15,雞兔同籠問題。設雞□隻，則兔（25－□）隻。雞有2隻腳，兔有4隻腳。列式：2×□＋4×（25－□）＝70。展開：2×□＋100－4×□＝70。合併：100－2×□＝70。2×□＝100－70＝30。□＝30÷2＝15。因此雞15隻，兔10隻。驗算：15×2＋10×4＝30＋40＝70 ✓，答案正確。,3
有50元和10元的硬幣共12枚，總金額是280元，請問50元硬幣有幾枚？,0,3,4,5,6,4,雞兔同籠類型。設50元硬幣□枚，則10元硬幣（12－□）枚。列式：50×□＋10×（12－□）＝280。展開：50×□＋120－10×□＝280。合併：40×□＋120＝280。40×□＝280－120＝160。□＝160÷40＝4。因此50元硬幣4枚，10元硬幣8枚。驗算：4×50＋8×10＝200＋80＝280 ✓，答案正確。,3
甲乙兩人共有200顆糖果，如果甲給乙15顆，兩人就一樣多，請問甲原來有幾顆？,2,100,105,110,115,115,甲給乙15顆後兩人一樣多，表示甲原來比乙多15×2＝30顆。這是和差問題：和＝200，差＝30。甲（較大數）＝（200＋30）÷2＝230÷2＝115。乙＝（200－30）÷2＝170÷2＝85。驗算：115＋85＝200 ✓，115－15＝100，85＋15＝100（一樣多）✓，答案正確。,3
一個數的⅗是27，請問這個數是多少？,1,,,,,45,設這個數為□。根據題意列式：□×⅗＝27。要找□的值，把×⅗移到右邊，變成÷⅗，也就是×⁵⁄₃。所以□＝27×⁵⁄₃＝27÷3×5＝9×5＝45。因此這個數是45。驗算：45×⅗＝45×3÷5＝135÷5＝27 ✓，答案正確。,3
水果店蘋果每顆15元，芒果每顆35元，小玲共買了10顆水果花了250元，請問她買了幾顆蘋果？,2,4,5,6,7,5,雞兔同籠類型。設蘋果□顆，則芒果（10－□）顆。列式：15×□＋35×（10－□）＝250。展開：15×□＋350－35×□＝250。合併：350－20×□＝250。20×□＝350－250＝100。□＝100÷20＝5。因此蘋果5顆，芒果5顆。驗算：5×15＋5×35＝75＋175＝250 ✓，答案正確。,3
小明先花了全部零用錢的一半買書，再花剩下的⅓買文具，最後還剩100元，請問小明原來有幾元？,2,250,300,350,400,300,設原來有□元。第一步花一半買書，剩下□÷2元。第二步花剩下的⅓買文具，花了□÷2×⅓＝□÷6元，還剩□÷2－□÷6＝3□÷6－□÷6＝2□÷6＝□÷3元。根據題意：□÷3＝100。□＝100×3＝300。因此小明原來有300元。驗算：300÷2＝150（買書後剩150），150×⅓＝50（買文具花50），150－50＝100（最後剩100）✓，答案正確。,3
一個兩位數，十位數字是個位數字的2倍，兩個數字的和是9，請問這個兩位數是多少？,2,36,63,48,84,63,設個位數字為□，則十位數字為2×□。根據題意：□＋2×□＝9。合併同類項：3×□＝9。□＝9÷3＝3。因此個位是3，十位是6，這個兩位數是63。驗算：十位6是個位3的2倍 ✓，6＋3＝9 ✓，答案正確。,3
花園裡玫瑰、百合、康乃馨共有90朵，玫瑰是百合的2倍，康乃馨比百合多10朵，請問百合有幾朵？,2,15,20,25,30,20,設百合□朵，則玫瑰2×□朵，康乃馨（□＋10）朵。根據題意：2×□＋□＋（□＋10）＝90。合併同類項：4×□＋10＝90。4×□＝90－10＝80。□＝80÷4＝20。因此百合20朵，玫瑰40朵，康乃馨30朵。驗算：40＋20＋30＝90 ✓，40÷20＝2（2倍）✓，30－20＝10（多10朵）✓，答案正確。,3
數列2，5，10，17，26，…，請問第7個數是多少？,2,37,45,50,55,50,觀察相鄰兩數的差：5－2＝3，10－5＝5，17－10＝7，26－17＝9。差的規律是3，5，7，9，…每次增加2。所以下一個差是11，第6個數＝26＋11＝37。再下一個差是13，第7個數＝37＋13＝50。也可以用公式：第n個數＝n²＋1。第7個＝7²＋1＝49＋1＝50。驗算：1²＋1＝2，2²＋1＝5，3²＋1＝10，4²＋1＝17，5²＋1＝26，7²＋1＝50 ✓，答案正確。,3
一袋糖果，第一天吃了全部的¼，第二天吃了剩下的⅓，還剩下24顆，請問這袋糖果原來有幾顆？,2,36,42,48,54,48,設原來有□顆。第一天吃了□×¼＝□÷4顆，剩下□－□÷4＝3□÷4顆。第二天吃了剩下的⅓，即3□÷4×⅓＝□÷4顆，剩下3□÷4－□÷4＝2□÷4＝□÷2顆。根據題意：□÷2＝24。□＝24×2＝48。因此原來有48顆糖果。驗算：第一天吃48÷4＝12顆，剩36顆。第二天吃36÷3＝12顆，剩36－12＝24顆 ✓，答案正確。,3